date	time	filename	physio_files	edf_file	edf_filesize	acq_time
2023-10-25	20:34:37.907500	sub-001/ses-011/dwi/sub-001_ses-011_acq-reliability_dir-AP_run-1_dwi.nii.gz	session2023-10-25T20:20:54.acq,session2023-10-25T21:22:50.acq	n/a	n/a	2023-10-25 20:34:37.907500
2023-10-25	20:38:27.755000	sub-001/ses-011/dwi/sub-001_ses-011_acq-reliability_dir-AP_run-2_dwi.nii.gz	n/a	fixation_2023-10-25_20h37.34.053_7_session_11.EDF	5206.1064453125	2023-10-25 20:38:27.755000
2023-10-25	21:15:54.240000	sub-001/ses-011/func/sub-001_ses-011_task-qct_dir-AP_echo-1_part-mag_bold.nii.gz	n/a	qct_2023-10-25_21h12.18.840_0_session_11.EDF	1832.87109375	2023-10-25 21:15:54.240000
2023-10-25	21:24:52.242500	sub-001/ses-011/func/sub-001_ses-011_task-rsmovie_dir-AP_echo-1_part-mag_bold.nii.gz	n/a	rest_2023-10-25_21h23.26.254_0_session_11.EDF	14517.474609375	2023-10-25 21:24:52.242500
2023-10-25	21:48:37.325000	sub-001/ses-011/func/sub-001_ses-011_task-bht_dir-AP_echo-1_part-mag_bold.nii.gz	n/a	bht_2023-10-25_21h47.06.131_1_session_11.EDF	3703.130859375	2023-10-25 21:48:37.325000
2023-10-26	19:31:49.645000	sub-001/ses-013/dwi/sub-001_ses-013_acq-reliability_dir-PA_dwi.nii.gz	session2023-10-26T19:16:00.acq,session2023-10-26T21:25:29.acq,session2023-10-26T21:44:06.acq	fixation_2023-10-26_19h27.13.413_3_session_13.EDF	3644.70703125	2023-10-26 19:31:49.645000
2023-10-26	20:09:01.375000	sub-001/ses-013/func/sub-001_ses-013_task-qct_dir-PA_echo-1_part-mag_bold.nii.gz	n/a	qct_2023-10-26_20h05.24.294_0_session_13.EDF	1843.03515625	2023-10-26 20:09:01.375000
2023-10-26	20:15:23.232500	sub-001/ses-013/func/sub-001_ses-013_task-rsmovie_dir-PA_echo-1_part-mag_bold.nii.gz	n/a	rest_2023-10-26_20h13.47.119_1_session_13.EDF	14441.822265625	2023-10-26 20:15:23.232500
2023-10-26	20:37:35.302500	sub-001/ses-013/func/sub-001_ses-013_task-bht_dir-PA_echo-1_part-mag_bold.nii.gz	n/a	bht_2023-10-26_20h36.26.995_1_session_13.EDF	3723.1279296875	2023-10-26 20:37:35.302500
2023-10-27	19:25:44.610000	sub-001/ses-015/dwi/sub-001_ses-015_acq-reliability_dir-AP_dwi.nii.gz	session2023-10-27T19:09:15.acq	fixation_2023-10-27_19h24.33.684_1_session_15.EDF	7968.0986328125	2023-10-27 19:25:44.610000
2023-10-27	20:03:08.337500	sub-001/ses-015/func/sub-001_ses-015_task-qct_dir-AP_echo-1_part-mag_bold.nii.gz	n/a	qct_2023-10-27_19h59.03.664_0_session_15.EDF	1853.259765625	2023-10-27 20:03:08.337500
2023-10-27	20:10:56.215000	sub-001/ses-015/func/sub-001_ses-015_task-rsmovie_dir-AP_echo-1_part-mag_bold.nii.gz	n/a	rest_2023-10-27_20h06.19.329_0_session_15.EDF	14563.7138671875	2023-10-27 20:10:56.215000
2023-10-27	20:32:45.210000	sub-001/ses-015/func/sub-001_ses-015_task-bht_dir-AP_echo-1_part-mag_bold.nii.gz	n/a	bht_2023-10-27_20h31.31.806_0_session_15.EDF	3704.3408203125	2023-10-27 20:32:45.210000
2023-10-27	21:16:12.782500	sub-001/ses-016/dwi/sub-001_ses-016_acq-reliability_dir-RL_dwi.nii.gz	session2023-10-27T21:01:57.acq	fixation_2023-10-27_21h14.58.939_0_session_16.EDF	12072.3984375	2023-10-27 21:16:12.782500
2023-10-27	21:54:32.217500	sub-001/ses-016/func/sub-001_ses-016_task-qct_dir-RL_echo-1_part-mag_bold.nii.gz	n/a	qct_2023-10-27_21h50.56.832_0_session_16.EDF	1905.9541015625	2023-10-27 21:54:32.217500
2023-10-27	22:01:07.437500	sub-001/ses-016/func/sub-001_ses-016_task-rsmovie_dir-RL_echo-1_part-mag_bold.nii.gz	n/a	rest_2023-10-27_21h59.57.982_0_session_16.EDF	14782.0126953125	2023-10-27 22:01:07.437500
2023-10-27	22:23:08.222500	sub-001/ses-016/func/sub-001_ses-016_task-bht_dir-RL_echo-1_part-mag_bold.nii.gz	n/a	bht_2023-10-27_22h22.00.459_0_session_16.EDF	3805.3466796875	2023-10-27 22:23:08.222500
2023-10-28	17:34:29.607500	sub-001/ses-017/dwi/sub-001_ses-017_acq-reliability_dir-PA_dwi.nii.gz	session2023-10-28T17:19:04.acq	fixation_2023-10-28_17h33.18.362_0_session_17.EDF	3201.8154296875	2023-10-28 17:34:29.607500
2023-10-28	18:11:56.657500	sub-001/ses-017/func/sub-001_ses-017_task-qct_dir-PA_echo-1_part-mag_bold.nii.gz	n/a	qct_2023-10-28_18h10.17.815_0_session_17.EDF	1824.16015625	2023-10-28 18:11:56.657500
2023-10-28	18:18:40.220000	sub-001/ses-017/func/sub-001_ses-017_task-rsmovie_dir-PA_echo-1_part-mag_bold.nii.gz	n/a	rest_2023-10-28_18h17.25.018_0_session_17.EDF	14331.5791015625	2023-10-28 18:18:40.220000
2023-10-28	18:40:20.317500	sub-001/ses-017/func/sub-001_ses-017_task-bht_dir-PA_echo-1_part-mag_bold.nii.gz	n/a	bht_2023-10-28_18h39.15.707_0_session_17.EDF	3725.33203125	2023-10-28 18:40:20.317500
2023-10-28	19:31:08.242500	sub-001/ses-018/dwi/sub-001_ses-018_acq-reliability_dir-LR_dwi.nii.gz	session2023-10-28T19:18:02.acq	fixation_2023-10-28_19h28.44.805_1_session_18.EDF	6619.7587890625	2023-10-28 19:31:08.242500
2023-10-28	20:09:15.037500	sub-001/ses-018/func/sub-001_ses-018_task-qct_dir-LR_echo-1_part-mag_bold.nii.gz	n/a	qct_2023-10-28_20h04.55.538_0_session_18.EDF	1843.595703125	2023-10-28 20:09:15.037500
2023-10-28	20:16:19.382500	sub-001/ses-018/func/sub-001_ses-018_task-rsmovie_dir-LR_echo-1_part-mag_bold.nii.gz	n/a	rest_2023-10-28_20h15.04.661_1_session_18.EDF	14399.5458984375	2023-10-28 20:16:19.382500
2023-10-28	20:38:10.245000	sub-001/ses-018/func/sub-001_ses-018_task-bht_dir-LR_echo-1_part-mag_bold.nii.gz	n/a	bht_2023-10-28_20h36.56.464_0_session_18.EDF	3730.1396484375	2023-10-28 20:38:10.245000
2023-10-29	17:30:10.565000	sub-001/ses-019/dwi/sub-001_ses-019_acq-reliability_dir-PA_dwi.nii.gz	session2023-10-29T17:15:43.acq	fixation_2023-10-29_17h27.42.762_0_session_19.EDF	3001.580078125	2023-10-29 17:30:10.565000
2023-10-29	18:06:56.375000	sub-001/ses-019/func/sub-001_ses-019_task-qct_dir-PA_echo-1_part-mag_bold.nii.gz	n/a	qct_2023-10-29_18h03.39.805_0_session_19.EDF	1974.353515625	2023-10-29 18:06:56.375000
2023-10-29	18:13:14.190000	sub-001/ses-019/func/sub-001_ses-019_task-rsmovie_dir-PA_echo-1_part-mag_bold.nii.gz	n/a	rest_2023-10-29_18h12.09.392_0_session_19.EDF	15134.482421875	2023-10-29 18:13:14.190000
2023-10-29	18:34:55.240000	sub-001/ses-019/func/sub-001_ses-019_task-bht_dir-PA_echo-1_part-mag_bold.nii.gz	n/a	bht_2023-10-29_18h33.57.024_0_session_19.EDF	4092.1220703125	2023-10-29 18:34:55.240000
2023-10-29	19:23:41.995000	sub-001/ses-020/dwi/sub-001_ses-020_acq-reliability_dir-RL_dwi.nii.gz	session2023-10-29T19:08:34.acq	fixation_2023-10-29_19h19.52.151_1_session_20.EDF	4367.4521484375	2023-10-29 19:23:41.995000
2023-10-29	20:00:46.027500	sub-001/ses-020/func/sub-001_ses-020_task-qct_dir-RL_echo-1_part-mag_bold.nii.gz	n/a	qct_2023-10-29_19h59.33.715_0_session_20.EDF	1886.1064453125	2023-10-29 20:00:46.027500
2023-10-29	20:06:47.362500	sub-001/ses-020/func/sub-001_ses-020_task-rsmovie_dir-RL_echo-1_part-mag_bold.nii.gz	n/a	rest_2023-10-29_20h05.09.929_0_session_20.EDF	14223.1005859375	2023-10-29 20:06:47.362500
2023-10-29	20:28:16.257500	sub-001/ses-020/func/sub-001_ses-020_task-bht_dir-RL_echo-1_part-mag_bold.nii.gz	n/a	bht_2023-10-29_20h27.21.398_0_session_20.EDF	3798.2919921875	2023-10-29 20:28:16.257500
2023-10-30	19:20:39.132500	sub-001/ses-021/dwi/sub-001_ses-021_acq-reliability_dir-RL_dwi.nii.gz	session2023-10-30T19:08:03.acq	fixation_2023-10-30_19h14.23.626_2_session_21.EDF	3402.404296875	2023-10-30 19:20:39.132500
2023-10-30	19:57:40.287500	sub-001/ses-021/func/sub-001_ses-021_task-qct_dir-RL_echo-1_part-mag_bold.nii.gz	n/a	qct_2023-10-30_19h54.05.659_0_session_21.EDF	1846.3994140625	2023-10-30 19:57:40.287500
2023-10-30	20:04:16.197500	sub-001/ses-021/func/sub-001_ses-021_task-rsmovie_dir-RL_echo-1_part-mag_bold.nii.gz	n/a	rest_2023-10-30_20h02.51.496_0_session_21.EDF	14577.490234375	2023-10-30 20:04:16.197500
2023-10-30	20:26:25.265000	sub-001/ses-021/func/sub-001_ses-021_task-bht_dir-RL_echo-1_part-mag_bold.nii.gz	n/a	bht_2023-10-30_20h24.56.078_0_session_21.EDF	3753.9404296875	2023-10-30 20:26:25.265000
2023-10-30	21:08:55.857500	sub-001/ses-022/dwi/sub-001_ses-022_acq-reliability_dir-AP_dwi.nii.gz	session2023-10-30T20:56:42.acq	fixation_2023-10-30_21h04.29.483_1_session_22.EDF	24029.85546875	2023-10-30 21:08:55.857500
2023-10-30	21:45:59.227500	sub-001/ses-022/func/sub-001_ses-022_task-qct_dir-AP_echo-1_part-mag_bold.nii.gz	n/a	qct_2023-10-30_21h42.46.455_0_session_22.EDF	1892.841796875	2023-10-30 21:45:59.227500
2023-10-30	21:52:18.290000	sub-001/ses-022/func/sub-001_ses-022_task-rsmovie_dir-AP_echo-1_part-mag_bold.nii.gz	n/a	rest_2023-10-30_21h51.11.079_0_session_22.EDF	14725.134765625	2023-10-30 21:52:18.290000
2023-10-30	22:14:14.370000	sub-001/ses-022/func/sub-001_ses-022_task-bht_dir-AP_echo-1_part-mag_bold.nii.gz	n/a	bht_2023-10-30_22h13.00.516_0_session_22.EDF	3711.4853515625	2023-10-30 22:14:14.370000
2023-10-31	19:40:23.570000	sub-001/ses-023/dwi/sub-001_ses-023_acq-reliability_dir-AP_dwi.nii.gz	session2023-10-31T19:26:31.acq	fixation_2023-10-31_19h38.18.771_1_session_23.EDF	2039.7685546875	2023-10-31 19:40:23.570000
2023-10-31	20:17:50.337500	sub-001/ses-023/func/sub-001_ses-023_task-qct_dir-AP_echo-1_part-mag_bold.nii.gz	n/a	qct_2023-10-31_20h16.23.124_0_session_23.EDF	1935.2197265625	2023-10-31 20:17:50.337500
2023-10-31	20:24:27.202500	sub-001/ses-023/func/sub-001_ses-023_task-rsmovie_dir-AP_echo-1_part-mag_bold.nii.gz	n/a	rest_2023-10-31_20h23.08.716_0_session_23.EDF	15296.4267578125	2023-10-31 20:24:27.202500
2023-10-31	20:45:56.445000	sub-001/ses-023/func/sub-001_ses-023_task-bht_dir-AP_echo-1_part-mag_bold.nii.gz	n/a	bht_2023-10-31_20h45.02.641_0_session_23.EDF	3984.3330078125	2023-10-31 20:45:56.445000
2023-10-31	21:51:14.815000	sub-001/ses-024/dwi/sub-001_ses-024_acq-reliability_dir-AP_dwi.nii.gz	session2023-10-31T21:35:54.acq	fixation_2023-10-31_21h49.38.233_2_session_24.EDF	24091.548828125	2023-10-31 21:51:14.815000
2023-10-31	22:30:49.087500	sub-001/ses-024/func/sub-001_ses-024_task-qct_dir-AP_echo-1_part-mag_bold.nii.gz	n/a	qct_2023-10-31_22h29.32.491_0_session_24.EDF	1871.724609375	2023-10-31 22:30:49.087500
2023-10-31	22:37:40.297500	sub-001/ses-024/func/sub-001_ses-024_task-rsmovie_dir-AP_echo-1_part-mag_bold.nii.gz	n/a	rest_2023-10-31_22h36.04.198_0_session_24.EDF	14494.8662109375	2023-10-31 22:37:40.297500
2023-10-31	22:59:07.302500	sub-001/ses-024/func/sub-001_ses-024_task-bht_dir-AP_echo-1_part-mag_bold.nii.gz	n/a	bht_2023-10-31_22h58.13.607_0_session_24.EDF	3716.525390625	2023-10-31 22:59:07.302500
2023-11-01	19:37:22.225000	sub-001/ses-025/dwi/sub-001_ses-025_acq-reliability_dir-RL_dwi.nii.gz	session2023-11-01T19:19:20.acq	fixation_2023-11-01_19h34.54.237_1_session_25.EDF	2716.42578125	2023-11-01 19:37:22.225000
2023-11-01	20:14:57.040000	sub-001/ses-025/func/sub-001_ses-025_task-qct_dir-RL_echo-1_part-mag_bold.nii.gz	n/a	qct_2023-11-01_20h13.26.444_0_session_25.EDF	1818.0869140625	2023-11-01 20:14:57.040000
2023-11-01	20:20:50.367500	sub-001/ses-025/func/sub-001_ses-025_task-rsmovie_dir-RL_echo-1_part-mag_bold.nii.gz	n/a	rest_2023-11-01_20h19.46.432_0_session_25.EDF	14106.0595703125	2023-11-01 20:20:50.367500
2023-11-01	20:42:43.232500	sub-001/ses-025/func/sub-001_ses-025_task-bht_dir-RL_echo-1_part-mag_bold.nii.gz	n/a	bht_2023-11-01_20h41.25.152_0_session_25.EDF	3696.2021484375	2023-11-01 20:42:43.232500
2023-11-01	21:21:53.775000	sub-001/ses-026/dwi/sub-001_ses-026_acq-reliability_dir-PA_dwi.nii.gz	session2023-11-01T21:08:31.acq	fixation_2023-11-01_21h19.06.608_1_session_26.EDF	16201.021484375	2023-11-01 21:21:53.775000
2023-11-01	21:58:43.225000	sub-001/ses-026/func/sub-001_ses-026_task-qct_dir-PA_echo-1_part-mag_bold.nii.gz	n/a	qct_2023-11-01_21h55.19.742_0_session_26.EDF	1896.8271484375	2023-11-01 21:58:43.225000
2023-11-01	22:05:13.225000	sub-001/ses-026/func/sub-001_ses-026_task-rsmovie_dir-PA_echo-1_part-mag_bold.nii.gz	n/a	rest_2023-11-01_22h03.59.490_0_session_26.EDF	14859.953125	2023-11-01 22:05:13.225000
2023-11-01	22:27:09.480000	sub-001/ses-026/func/sub-001_ses-026_task-bht_dir-PA_echo-1_part-mag_bold.nii.gz	n/a	bht_2023-11-01_22h26.03.086_0_session_26.EDF	3754.28125	2023-11-01 22:27:09.480000
2023-11-02	19:42:03.617500	sub-001/ses-excl027/dwi/sub-001_ses-excl027_acq-reliability_dir-AP_dwi.nii.gz	session2023-11-02T19:27:03.acq	fixation_2023-11-02_19h29.37.833_1_session_27.EDF	3916.73046875	2023-11-02 19:42:03.617500
2023-11-02	21:19:46.297500	sub-001/ses-028/dwi/sub-001_ses-028_acq-reliability_dir-RL_dwi.nii.gz	session2023-11-02T21:05:57.acq	fixation_2023-11-02_21h17.30.822_1_session_28.EDF	22927.5888671875	2023-11-02 21:19:46.297500
2023-11-02	21:58:24.315000	sub-001/ses-028/func/sub-001_ses-028_task-qct_dir-RL_echo-1_part-mag_bold.nii.gz	n/a	qct_2023-11-02_21h55.55.757_0_session_28.EDF	1861.068359375	2023-11-02 21:58:24.315000
2023-11-02	22:04:34.217500	sub-001/ses-028/func/sub-001_ses-028_task-rsmovie_dir-RL_echo-1_part-mag_bold.nii.gz	n/a	rest_2023-11-02_22h03.31.967_0_session_28.EDF	14478.9990234375	2023-11-02 22:04:34.217500
2023-11-02	22:26:01.230000	sub-001/ses-028/func/sub-001_ses-028_task-bht_dir-RL_echo-1_part-mag_bold.nii.gz	n/a	bht_2023-11-02_22h25.06.651_0_session_28.EDF	3682.39453125	2023-11-02 22:26:01.230000
2023-11-03	19:24:20.570000	sub-001/ses-excl029/dwi/sub-001_ses-excl029_acq-reliability_dir-PA_dwi.nii.gz	session2023-11-03T19:12:36.acq	fixation_2023-11-03_19h15.36.495_2_session_29.EDF	3001.767578125	2023-11-03 19:24:20.570000
2023-11-03	20:01:04.370000	sub-001/ses-excl029/func/sub-001_ses-excl029_task-qct_dir-PA_echo-1_part-mag_bold.nii.gz	n/a	qct_2023-11-03_19h58.22.540_0_session_29.EDF	1869.75	2023-11-03 20:01:04.370000
2023-11-03	20:07:25.187500	sub-001/ses-excl029/func/sub-001_ses-excl029_task-rsmovie_dir-PA_echo-1_part-mag_bold.nii.gz	n/a	rest_2023-11-03_20h06.12.290_0_session_29.EDF	14155.1162109375	2023-11-03 20:07:25.187500
2023-11-03	20:28:50.275000	sub-001/ses-excl029/func/sub-001_ses-excl029_task-bht_dir-PA_echo-1_part-mag_bold.nii.gz	n/a	bht_2023-11-03_20h27.56.353_0_session_29.EDF	3741.2001953125	2023-11-03 20:28:50.275000
2023-11-09	18:47:28.555000	sub-001/ses-037/dwi/sub-001_ses-037_acq-reliability_dir-LR_dwi.nii.gz	session2023-11-09T18:31:20.acq	fixation_2023-11-09_18h40.15.892_1_session_37.EDF	2586.99609375	2023-11-09 18:47:28.555000
2023-11-09	19:25:40.307500	sub-001/ses-037/func/sub-001_ses-037_task-qct_dir-LR_echo-1_part-mag_bold.nii.gz	n/a	qct_2023-11-09_19h21.30.139_0_session_37.EDF	1847.4296875	2023-11-09 19:25:40.307500
2023-11-09	19:31:54.377500	sub-001/ses-037/func/sub-001_ses-037_task-rsmovie_dir-LR_echo-1_part-mag_bold.nii.gz	n/a	rest_2023-11-09_19h30.51.192_0_session_37.EDF	14300.7919921875	2023-11-09 19:31:54.377500
2023-11-09	19:53:24.285000	sub-001/ses-037/func/sub-001_ses-037_task-bht_dir-LR_echo-1_part-mag_bold.nii.gz	n/a	bht_2023-11-09_19h52.33.082_0_session_37.EDF	3719.1611328125	2023-11-09 19:53:24.285000
2023-11-09	20:35:13.762500	sub-001/ses-038/dwi/sub-001_ses-038_acq-reliability_dir-PA_dwi.nii.gz	session2023-11-09T20:21:11.acq	fixation_2023-11-09_20h32.33.738_1_session_38.EDF	23074.541015625	2023-11-09 20:35:13.762500
2023-11-09	21:12:14.205000	sub-001/ses-038/func/sub-001_ses-038_task-qct_dir-PA_echo-1_part-mag_bold.nii.gz	n/a	qct_2023-11-09_21h11.02.491_0_session_38.EDF	1846.3935546875	2023-11-09 21:12:14.205000
2023-11-09	21:18:42.180000	sub-001/ses-038/func/sub-001_ses-038_task-rsmovie_dir-PA_echo-1_part-mag_bold.nii.gz	n/a	rest_2023-11-09_21h17.37.586_0_session_38.EDF	14540.986328125	2023-11-09 21:18:42.180000
2023-11-09	21:40:12.302500	sub-001/ses-038/func/sub-001_ses-038_task-bht_dir-PA_echo-1_part-mag_bold.nii.gz	n/a	bht_2023-11-09_21h39.17.972_0_session_38.EDF	3681.05078125	2023-11-09 21:40:12.302500
2023-11-10	18:25:27.502500	sub-001/ses-039/dwi/sub-001_ses-039_acq-reliability_dir-LR_dwi.nii.gz	session2023-11-10T18:12:39.acq	fixation_2023-11-10_18h14.16.839_1_session_39.EDF	2957.84765625	2023-11-10 18:25:27.502500
2023-11-10	19:03:04.292500	sub-001/ses-039/func/sub-001_ses-039_task-qct_dir-LR_echo-1_part-mag_bold.nii.gz	n/a	qct_2023-11-10_19h01.39.231_0_session_39.EDF	1876.4619140625	2023-11-10 19:03:04.292500
2023-11-10	19:09:23.367500	sub-001/ses-039/func/sub-001_ses-039_task-rsmovie_dir-LR_echo-1_part-mag_bold.nii.gz	n/a	rest_2023-11-10_19h08.22.182_0_session_39.EDF	14434.392578125	2023-11-10 19:09:23.367500
2023-11-10	19:31:27.267500	sub-001/ses-039/func/sub-001_ses-039_task-bht_dir-LR_echo-1_part-mag_bold.nii.gz	n/a	bht_2023-11-10_19h30.07.292_0_session_39.EDF	3809.642578125	2023-11-10 19:31:27.267500
2023-11-10	20:17:47.775000	sub-001/ses-040/dwi/sub-001_ses-040_acq-reliability_dir-AP_dwi.nii.gz	session2023-11-10T20:02:46.acq	fixation_2023-11-10_20h05.15.304_1_session_40.EDF	14120.8056640625	2023-11-10 20:17:47.775000
2023-11-10	20:54:58.037500	sub-001/ses-040/func/sub-001_ses-040_task-qct_dir-AP_echo-1_part-mag_bold.nii.gz	n/a	qct_2023-11-10_20h53.52.760_0_session_40.EDF	1851.1767578125	2023-11-10 20:54:58.037500
2023-11-10	21:01:25.210000	sub-001/ses-040/func/sub-001_ses-040_task-rsmovie_dir-AP_echo-1_part-mag_bold.nii.gz	n/a	rest_2023-11-10_21h00.22.455_0_session_40.EDF	14056.9619140625	2023-11-10 21:01:25.210000
2023-11-10	21:23:16.297500	sub-001/ses-040/func/sub-001_ses-040_task-bht_dir-AP_echo-1_part-mag_bold.nii.gz	n/a	bht_2023-11-10_21h22.12.681_0_session_40.EDF	3678.5498046875	2023-11-10 21:23:16.297500
2023-11-11	08:37:10.612500	sub-001/ses-041/dwi/sub-001_ses-041_acq-reliability_dir-AP_dwi.nii.gz	session2023-11-11T08:20:41.acq	fixation_2023-11-11_08h35.00.279_3_session_41.EDF	2958.3544921875	2023-11-11 08:37:10.612500
2023-11-11	09:14:33.297500	sub-001/ses-041/func/sub-001_ses-041_task-qct_dir-AP_echo-1_part-mag_bold.nii.gz	n/a	qct_2023-11-11_09h13.24.492_0_session_41.EDF	1880.3203125	2023-11-11 09:14:33.297500
2023-11-11	09:21:06.392500	sub-001/ses-041/func/sub-001_ses-041_task-rsmovie_dir-AP_echo-1_part-mag_bold.nii.gz	n/a	rest_2023-11-11_09h19.59.541_0_session_41.EDF	14312.6845703125	2023-11-11 09:21:06.392500
2023-11-11	09:42:32.410000	sub-001/ses-041/func/sub-001_ses-041_task-bht_dir-AP_echo-1_part-mag_bold.nii.gz	n/a	bht_2023-11-11_09h41.42.912_0_session_41.EDF	3736.826171875	2023-11-11 09:42:32.410000
2023-11-11	10:38:52.760000	sub-001/ses-042/dwi/sub-001_ses-042_acq-reliability_dir-PA_dwi.nii.gz	session2023-11-11T10:14:41.acq	fixation_2023-11-11_10h28.29.995_2_session_42.EDF	7866.5078125	2023-11-11 10:38:52.760000
2023-11-11	11:17:11.202500	sub-001/ses-042/func/sub-001_ses-042_task-qct_dir-PA_echo-1_part-mag_bold.nii.gz	n/a	qct_2023-11-11_11h16.10.848_0_session_42.EDF	1814.86328125	2023-11-11 11:17:11.202500
2023-11-11	11:24:26.192500	sub-001/ses-042/func/sub-001_ses-042_task-rsmovie_dir-PA_echo-1_part-mag_bold.nii.gz	n/a	rest_2023-11-11_11h23.12.567_0_session_42.EDF	13977.3896484375	2023-11-11 11:24:26.192500
